Linha,R2,RMSE,MAE
325,0.8558054162001523,6.237196601689891,3.708475628930818
325,0.8440012163730188,6.487473034524317,3.730506660900495
325,0.8387052004668916,6.59667582189929,3.78148180592992
384,0.8767046819228412,6.257835965925519,3.903380471380472
384,0.8571638067804661,6.735502720305945,3.992077890011224
325,0.8535381076283101,6.286042026745822,4.0104441675005384
384,0.8457389804263874,6.999692812360815,4.042313443380413
384,0.8660956127210663,6.521511817614495,4.186919226500286
332,0.8193567463061983,7.037291399347875,4.299338299396077
332,0.8148445836432192,7.124639126771196,4.306565656565657
332,0.816782594040353,7.087254463113049,4.3277508417508415
332,0.8382450145390042,6.659222080832063,4.431452052159009
619,0.8310685755942151,6.610709656180474,4.441422618712261
619,0.7894880864888236,7.3795724480753595,4.543743113676447
619,0.7769384807751922,7.596353893891061,4.590049394376667
619,0.7700917400996192,7.712055538565389,4.654042600609268
641,0.8044139733817637,7.701158148984677,4.666210579514825
641,0.7987185149143268,7.812482258194572,4.749010781671158
641,0.8293038787156639,7.194472492647849,4.765384817798989
641,0.8015307174270496,7.757714273849829,4.773061590174949
630,0.9026114301748486,8.925872527282111,5.000875615763547
304,0.8727945845128808,8.485959201067304,5.060620458553792
304,0.8716314913369096,8.524666289307973,5.085188450479562
304,0.8755021117593188,8.395162974331784,5.094863155363156
630,0.8901874994137332,9.478128159791458,5.11136662854797
630,0.8868643676584346,9.620472233609625,5.20408357398793
339,0.8457167597593093,8.890746960749196,5.270951402918071
304,0.8847538361338811,8.07721007113594,5.3066942594178075
225,0.8473079012450806,10.315143968579294,5.31309696969697
225,0.8389635987405973,10.593245564155094,5.323542087542088
339,0.8327377513688302,9.257161486613548,5.345405937683716
225,0.9011115661481268,8.301178659763675,5.386142602228719
225,0.8519580276236765,10.156859452169737,5.396407504409171
339,0.8513486424243919,8.7269666081016,5.416551653970511
339,0.827368743683722,9.404562346167241,5.432000511934755
356,0.9004037540163402,9.234864830922662,5.510715116875269
356,0.9024915500557208,9.137558805074914,5.520167772967773
356,0.892776851408299,9.581937562346095,5.534953519320186
630,0.883178311937621,9.775937692968851,5.6348922889232504
356,0.9044425462854558,9.045682558705431,5.6651458436635345
83,0.9333319120982644,10.102574434464728,5.777093233926567
369,0.9550812047922697,9.86054753489866,5.811148296387521
83,0.9125937830444099,11.567625532967453,5.869597723264389
83,0.9146619818806977,11.429950131505121,5.98079575142964
369,0.9373365499574136,11.646465175164257,6.026423689303307
369,0.9343503752156029,11.92073697313288,6.0911884357073545
637,0.9153426314390474,11.128322994796088,6.184124662796154
83,0.9284713237824161,10.464371590580571,6.236989812044592
814,0.91896791056661,11.349646300746068,6.285452525252526
814,0.9185960978215085,11.37565521577781,6.333302132435466
637,0.9017659050519292,11.987495689282932,6.337523296387521
361,0.8554641699409257,10.395862356794368,6.373609427609427
361,0.8535764103350908,10.463531476295092,6.388294757094759
362,0.9546816509067224,11.116654972749895,6.4039735129068465
637,0.8964376265599183,12.308307490023916,6.438428619570769
361,0.8518461120058258,10.525174062943057,6.444158757779817
636,0.8801095937614062,11.434438518896512,6.463878787878788
814,0.9081242185741931,12.0852136251762,6.523385197307368
636,0.8773593684109239,11.564845015990253,6.5521906211932475
312,0.8954997486114414,10.657764022811127,6.566420057720058
312,0.8920237861019387,10.833567164531612,6.6214410774410775
312,0.8939445120886884,10.736778796615472,6.623310179360481
636,0.8736948142751296,11.736354491605082,6.649316610549943
21,0.9069100724797086,10.81636561173687,6.675735129068463
361,0.8704185448846833,9.84337853356673,6.754315291721977
362,0.9225383001342606,14.533847468981506,6.75917112393779
637,0.9006933637586463,12.052759080312994,6.7709370911316515
312,0.9060094930262761,10.107632161411772,6.7827302414664175
613,0.9266608778555453,12.349873525958467,6.837689750915751
814,0.9179678753457441,11.419465814160434,6.840989518695812
21,0.8992212042766875,11.254199120178388,6.865343402276736
362,0.9193333490100941,14.831466660600622,6.911349090739042
618,0.9174162260082162,11.539990890529625,6.938733285233286
613,0.9250595709379353,12.483970796553892,6.973086259419213
636,0.8729680892316922,11.77006992982629,7.04076873028094
369,0.9388650792775071,11.503544003132788,7.044780987655807
613,0.9200305058889966,12.89605363667257,7.056929179487179
618,0.9183683002805694,11.473278159342462,7.058228861432244
618,0.9167309345235272,11.587772185064058,7.063961840628507
21,0.8950976014495733,11.482136931778339,7.07157652487804
362,0.9377524013045017,13.028619107945502,7.078754080185354
391,0.8628976017226562,12.377072805735738,7.162296424563091
21,0.9092832430276915,10.677603032302383,7.192937665284007
391,0.8687558732607036,12.10975504824009,7.230411335578002
628,0.886760253166406,11.833639859141494,7.2761259259259266
391,0.8573396124624497,12.625457358236273,7.287279396469598
628,0.9002955143808892,11.103918147981656,7.380705802713114
391,0.8818073794654953,11.491867252108687,7.385773782883975
628,0.8686078939401202,12.746869513147548,7.423282860349527
628,0.8740044982506656,12.482351937722065,7.461104910601932
632,0.9385736879053846,13.13513313279892,7.63794545054945
613,0.9243171320709891,12.545658073836929,7.717132625006674
122,0.9072694694662371,16.45127815907408,7.747759595959595
618,0.9168642556151132,11.578491948151377,7.769494307406084
122,0.9016043400614631,16.946352843224474,7.822668414301749
632,0.9308621086421938,13.935267920636418,7.860378864468864
381,0.8805118880111107,13.881043611989526,7.866353661275831
122,0.8969778003563382,17.34018323637043,7.91270935831845
632,0.9291598017292179,14.105781166302124,7.946537565291119
381,0.8935581840133707,13.101345716786765,8.036120560648358
381,0.8576651751706086,15.150094954461272,8.054456873315365
381,0.8536777318760235,15.3608405633431,8.167564353268025
405,0.9305281894745716,15.554528143259411,8.288480250727575
405,0.9274167912850702,15.89902945932621,8.319394596761263
399,0.894459467003319,14.815881738398243,8.346739583333333
122,0.9050226297409246,16.64939065584714,8.41125437146194
397,0.9119982698159078,13.80745754069529,8.42640482603816
399,0.8745263883326448,16.15452008945143,8.46921886200717
405,0.9290465235012797,15.719523311253251,8.4876215007215
399,0.8775543763064158,15.958405458059733,8.523249047584732
632,0.9255901122235878,14.456813644007555,8.587338314594769
466,0.9232250248759459,15.11513977250333,8.587581369248037
397,0.9015633341427576,14.603150418723713,8.606055780022446
399,0.9058320517556255,13.99488761443846,8.637390000176335
212,0.9106464658133168,15.354524329126495,8.647111111111112
212,0.8981981783943879,16.3892195884138,8.665617059483726
676,0.8697796333029538,14.486105971187953,8.71585834317198
466,0.940479586236758,13.308689601559234,8.722664384966826
676,0.8670676322787398,14.636174240758278,8.760304826038158
676,0.8630528885873167,14.85554670324651,8.76391492704826
832,0.9380666840992965,14.623548746562133,8.764524017957353
466,0.92056330291567,15.374921761458822,8.78705520282187
397,0.902003874289679,14.57043655168481,8.80430559340908
397,0.8914283699638621,15.336501098658617,8.820341793066643
210,0.9343865084831289,17.91774373866933,8.89724579124579
212,0.8937726732796141,16.741664159644955,8.94590038640372
629,0.9601875252302697,15.294467277843367,8.953762051282052
366,0.920242380694952,18.43180782571278,8.98819215969216
466,0.9196811050746245,15.46006044666826,8.993996851496801
622,0.8778092512928567,16.129241265352505,9.040404297250529
377,0.8936717673858698,17.531963178778543,9.053274102564103
379,0.9451224798603558,15.782491966260617,9.109405146949756
317,0.9249280997951361,18.56455240258591,9.117356084656086
111,0.9174961446131897,18.71353495768594,9.133266172506739
377,0.8942443249489737,17.484696297549196,9.14752189539691
379,0.9351616886253387,17.155136811464562,9.151223585056918
622,0.8761007405528144,16.241611973311777,9.175271359136602
820,0.9451955864567367,16.22356252171276,9.182416289882957
622,0.8960403879293927,14.877402077109487,9.232151640170608
832,0.9230053179989324,16.305006474775062,9.238051515151515
317,0.9264507886862348,18.375314813710652,9.239915263748596
629,0.9539148168620898,16.455285671999114,9.242004395604395
111,0.9108481921907208,19.452874642369288,9.243169313951997
622,0.8789904145268785,16.05109488000594,9.283991492020766
111,0.9107860945504099,19.459648298253665,9.298404499728706
377,0.8898029146541911,17.84807187556542,9.304001684981685
832,0.9260855364082139,15.975531855313497,9.313381772737177
629,0.9540126056344795,16.437818054453206,9.327256964013763
820,0.9428189913993681,16.571597072078564,9.346719304152638
676,0.8791575946664105,13.954744249083067,9.385577211056741
804,0.9643943154708615,16.330607901571636,9.402035018315019
317,0.9202974956062671,19.128537305701744,9.413550673951939
366,0.9000026110645983,20.638406998903424,9.475696007696008
210,0.8990430562335068,22.225669093652073,9.51718228314895
820,0.9395374228813049,17.040478535292397,9.585438068142109
337,0.8970157974673957,16.634998696470493,9.591156902356902
212,0.9028546094853406,16.01000983571598,9.620970411532204
337,0.8798514357659263,17.967876700079042,9.663605106621773
337,0.8869254344865957,17.430904754225416,9.666440764119907
366,0.8963696747751663,21.009962302856827,9.68963564993368
210,0.9022240992650322,21.87271324822713,9.743603270672462
405,0.924541661044479,16.210863647422656,9.769295296302356
213,0.9323963427769224,20.117945743546745,9.788939999999998
804,0.9540676601956111,18.548208375162172,9.806619201465201
621,0.9007449178145253,17.19546778233906,9.814586083052749
379,0.9087360166622241,20.352981982149757,9.915824354657689
347,0.895971653268362,16.198765004473408,9.922234946805101
337,0.9138972720913843,15.210585144814747,9.928759143417746
820,0.9443309034572038,16.35104621338928,9.94165383173494
379,0.9081056583665023,20.423149824831253,9.947053875081147
629,0.9592242424652774,15.478390048883563,9.962734924817411
347,0.8954706612964832,16.237724115604422,9.981610235211177
43,0.9316019110394668,16.63344248794895,9.987265718131129
347,0.8902291535461208,16.639855993017125,9.990800129078712
621,0.912146982861302,16.17766949528933,10.003625163370875
347,0.9089981370086284,15.150647662562433,10.008246263054154
317,0.936818838968573,17.03097766845669,10.019320494403312
210,0.9202175839216711,19.757879785014723,10.034314079922952
804,0.9513900552501595,19.081180747197404,10.045398619558219
832,0.9305739144797481,15.482887217696176,10.049568958879883
366,0.9058036584998022,20.030826090210255,10.071874669638023
621,0.8789550875821002,18.989384506774183,10.141972342472343
43,0.925113704258606,17.404491187279493,10.222506657373582
5,0.8995016084899581,18.748681639649718,10.244095094086022
621,0.8735566338863272,19.408217145642848,10.323894711545469
377,0.9025563176835749,16.783521758257965,10.35115802171522
43,0.9341141304141928,16.325116838439442,10.362526459527507
213,0.9106175560125254,23.132610732196188,10.402441465201465
311,0.8816662971118697,19.016766295943462,10.422247644683715
43,0.9227421786240183,17.677929012676064,10.439905474591209
311,0.8763208141305195,19.441543925352935,10.524998419107437
375,0.9183403982316345,17.105419043980667,10.585047130359545
311,0.8797268651505327,19.17197073434702,10.62444601480843
804,0.9482253121175849,19.692525950125805,10.679942099359819
15,0.9483312675985884,19.204781317458117,10.78750501843835
375,0.912771178970786,17.679097476947764,10.806882738896366
5,0.9148416672389313,17.258567851273042,10.824218775918053
213,0.9020778216958211,24.212468570748,10.848658013986014
338,0.8905030557976837,19.045221347632634,10.908987654320986
111,0.921203446614782,18.288257240621043,10.943876913936457
338,0.9086035739000766,17.400015363231486,10.949860819048824
375,0.9145798309411275,17.49485318843066,10.955024702925307
375,0.9314423516020119,15.67321334384355,10.958243033653865
338,0.8954142432432687,18.613210825410782,10.978070272923858
338,0.8945437929845961,18.690507690917542,10.987432371332373
15,0.9420410528557515,20.340222839997057,10.997611840628508
311,0.893442068612533,18.04576645339729,11.017872949455883
5,0.8740080777403151,20.99242113115771,11.019588013632871
15,0.9385566955169382,20.942703538591665,11.167438506280478
211,0.8910402903367495,23.316084016270768,11.210112233445567
5,0.8753403949948452,20.881132656489562,11.23672653220995
211,0.9198305045493314,19.999872087969454,11.297456784129732
68,0.9037476915619005,20.04941124778882,11.33973123513913
321,0.9267429321024103,18.678333311997946,11.356490828924162
315,0.9350310878587115,20.799112719013884,11.46228827996716
15,0.946960003619457,19.45795549066921,11.470203101401172
211,0.8772326441142169,24.74936690454658,11.520915584415585
213,0.9067854413627379,23.62329160056778,11.611126094834342
7,0.9057970671167196,23.465247728655942,11.62015829575618
211,0.8768399091262246,24.788922131118625,11.648139133091004
372,0.8903261796839255,22.144215980525058,11.65544849826723
681,0.9102133764302189,23.804127866811537,11.784840628507297
7,0.929289500672341,20.329883197541502,11.788359319463234
321,0.9124951005172294,20.414067202974277,11.794200192400192
681,0.9289566759496999,21.174252667079248,11.837008793642923
7,0.9023924199530561,23.885520203216423,11.876911587921443
920,0.9306565020740907,20.96910278094337,11.882593330126664
806,0.924822445637898,19.41507397039329,11.925974764468373
681,0.9027486157425455,24.77389828796878,11.968188664421998
321,0.9112190046047453,20.562379013675393,12.056454093484145
7,0.9013708509140804,24.01018877343699,12.130755068918099
372,0.9021178147315445,20.919950428015785,12.146565370314564
606,0.9030258009604473,25.516825257056073,12.17324919254151
321,0.9278186760959339,18.54068505220244,12.178425872479947
606,0.9091830376427296,24.693464433723253,12.211764824797845
606,0.8997269706142058,25.947206418421235,12.257484934539852
315,0.9087964230780434,24.6432479507861,12.258683482975016
315,0.909336130094251,24.57022521993688,12.259299422355149
806,0.9161615780427708,20.502956980844267,12.28151163511791
806,0.9088884863022552,21.373792250441,12.288368647055055
920,0.9394399421443874,19.596121184479397,12.29493797438001
372,0.8544237311316879,25.512564451497035,12.343529473109998
315,0.9305131115622376,21.510150226590433,12.38723723389996
68,0.874386252026335,22.904173984385288,12.398597508729086
920,0.92373015025778,21.991427508415132,12.411340885040886
71,0.8715541377643077,22.126878294317812,12.498400673400674
31,0.9535245143802834,23.01186396485134,12.531290476190474
372,0.8539708612103761,25.552216866771616,12.569842314633554
79,0.8967697497778268,20.744152824245237,12.57021066217733
681,0.8873179726739175,26.66697663343432,12.59433729056017
68,0.9096201881508852,19.428164117055438,12.616224175803021
68,0.8704266610052842,23.262365342795093,12.619310249555632
920,0.9223576660981603,22.188414313201882,12.66888086791809
71,0.9050838467224573,19.020860146313186,12.681268345601424
79,0.895540689697276,20.867277442235235,12.682974394741063
606,0.9330445702555177,21.202713246892902,12.771603421258556
711,0.8905998623876236,22.903218575822446,12.790267670329671
79,0.8939364522596409,21.026901882094283,12.814262274050852
711,0.8936714832383397,22.579403337693165,12.847326271062268
71,0.8676756913489814,22.45845647131458,12.89296281493105
711,0.8892528411748276,23.043788488511808,12.91569694077888
71,0.8601353487449879,23.089475694307346,13.025894051627386
31,0.9399140160163117,26.16534218151032,13.036137542087541
79,0.9043194797271386,19.97119155847612,13.10220514540644
31,0.9376458593538889,26.654618989216466,13.321452462644912
806,0.9247398875280313,19.425731619518388,13.422086266959898
70,0.9305725380628802,25.461810352146838,13.591650168350169
711,0.8980110123643928,22.11384310926622,13.645626455951719
220,0.9247151569490445,23.117364435861443,13.815922370697942
220,0.9166702497422413,24.32117680956674,13.879844949689163
70,0.9251235088197513,26.442126392437572,13.929749482317161
600,0.890473141265747,27.78159950598797,13.972484848484848
600,0.887372319789928,28.172118064301735,14.061966329966333
360,0.912656659400494,29.318583859702407,14.093055555555555
600,0.8843620876745943,28.54611765944253,14.160578564213566
70,0.9240530061713291,26.630475961924645,14.23190833044247
220,0.913053794672397,24.84333302261139,14.31216692636099
906,0.9419861313759742,24.18039909429902,14.46795334444082
360,0.9078743325491258,30.110530961145514,14.566771941638608
906,0.939302299032141,24.733391496625497,14.671615584415585
31,0.9439100605755459,25.280305351110652,14.831253371860484
600,0.9165514328945064,24.249700109755548,14.834917385252732
906,0.9380688155589122,24.98344042086604,14.874551515151515
220,0.9283706655959475,22.54914102079608,14.891594999989797
456,0.9337309903216339,25.958462580249062,14.920630078563413
360,0.9011794926068571,31.1854223287854,15.060494158381836
456,0.9247515105092674,27.66130213034557,15.307568270001603
32,0.9409852967882539,27.71033879032152,15.489595366362034
360,0.9315919234715878,25.94667904801412,15.506339353789906
456,0.9259397573480059,27.442033637613296,15.562270948983677
456,0.9452691685914194,23.590641443581646,15.689630743032508
70,0.9343228034985264,24.76457833295562,15.849303476031642
66,0.9369992659838421,26.356619958921364,16.019681321224997
66,0.9045688983616431,32.43858326225899,16.12845835337502
8,0.9492193729596141,25.382284540515712,16.18120880976392
32,0.9253584851473324,31.163910203865075,16.35501441398108
906,0.9408925417179617,24.407241209766664,16.536866002124118
66,0.8955375179856224,33.93884668259368,16.56652882261771
66,0.8964587807930522,33.78886059249756,16.688628211367757
32,0.9194942335978966,32.364970556254114,16.8267239288209
75,0.9502169070673803,37.44362092926426,16.9018025606469
75,0.9473437218229926,38.50897703350734,16.951847997689644
32,0.9351410589653995,29.050034243275498,17.285784499430658
27,0.9304714281575834,27.806852753376983,17.465253637699515
815,0.9316642958980439,33.742514195786455,17.54539467448042
406,0.9260463389613048,33.719985703100505,17.616181257014592
8,0.918336937555909,32.18803833471992,17.69691124816727
75,0.9466644918756915,38.756550931143,17.70367537876357
406,0.9198543853105667,35.1032578915769,17.840778066378064
8,0.915320854171601,32.777053726034346,17.931993712947026
27,0.8897383102516503,35.01728772195619,18.200727384960718
815,0.9199537670591496,36.519435153765315,18.264158676786117
815,0.9385955671984748,31.985523604897082,18.423480134821574
406,0.9047497921738837,38.26841795936788,18.55103250596392
815,0.9183266510912917,36.88873685014205,18.55766157296594
27,0.8914282505813216,34.74790300702091,18.58043354978355
406,0.9349096822581511,31.634847003442367,18.62198044489144
8,0.9013983166800655,35.369086513739404,18.660047392098875
29,0.9005975648135106,39.830512006845446,18.67195677409011
27,0.8844351768689435,35.849492518313724,19.032580103953286
29,0.8906716745423809,41.771851486196475,19.134361071027737
29,0.9268168317293887,34.176137692003834,19.45588204695635
29,0.8908102235219042,41.745374897875976,19.698495088609484
77,0.943022353553487,33.09590371295766,19.75486156848718
77,0.9071002481062871,42.259978174953204,20.3138771685105
74,0.9534815284343868,42.44854100909288,20.40144021982952
75,0.9296823827059504,44.50091856137252,20.753457459873275
77,0.8927937597183521,45.39750907877704,21.283797418630755
74,0.948421427551066,44.697651831398225,21.395450594436966
77,0.895492199498141,44.82252778865066,21.401822079452533
28,0.9136956610308833,45.43597319407208,21.455309892328398
28,0.9078043206295202,46.961158685652435,22.066407248501463
28,0.9077165454666094,46.983508120858815,22.229668781644556
26,0.9300413442184796,37.19155032384815,22.273004486316736
38,0.909497867099905,56.59882307937729,22.303593142857142
26,0.9242378489550616,38.70345205300001,22.312144924053065
38,0.915491891571481,54.69242547532035,22.313715553564382
26,0.9301237879654923,37.16962941485581,22.48061338447331
28,0.9370794544980495,38.79535756467816,22.530623710276675
74,0.9433807572348768,46.83085401380564,22.56784992731678
38,0.9089150693916499,56.78076758160326,22.76823191208791
355,0.9217807826611972,48.90697817735457,22.912972053872053
30,0.9217889935081004,43.33339990745834,23.215131329164663
30,0.946397865641404,35.87400537665965,23.248237156628093
355,0.9499197798892418,39.13336659195229,23.281117370502518
26,0.9441439659808867,33.23216244793388,23.325828322912127
355,0.9164098617627934,50.558201739950285,23.435538015071348
30,0.9092221220808762,46.68515880860413,23.670023889690558
30,0.91442237533902,45.328248834486466,23.727757495579617
355,0.9157882620970174,50.745836030745146,23.734654239469847
38,0.9360991177922295,47.558858288609045,23.875375413811085
45,0.9511878867346975,47.87374923045753,24.87234180952381
855,0.9197277549363243,48.787928220991105,25.621086163219495
855,0.9509586329595059,38.13387646138716,25.623578332694326
855,0.9163319102906026,49.80920363033451,25.81846519694297
855,0.9214916575196144,48.24891766880398,26.13688048247114
45,0.9417606466606012,52.29280130770439,26.383715677655672
42,0.9611106434448956,47.633649229126064,26.573881362637362
42,0.9572798149562286,49.924651049078676,26.657729384615383
74,0.9435205217153295,46.77301736753218,26.720571785836086
45,0.9409905911918102,52.637380346781676,26.980071689537812
44,0.9255626596151436,47.82094496583151,27.022139496779538
44,0.8862532080666589,59.11426693843806,27.065722334455668
44,0.8665225329363707,64.03637044120225,27.845301443001446
42,0.9538824213860673,51.87184838894553,28.004024594542212
44,0.8676626735629399,63.76229029430695,28.019739688863325
76,0.9429626251773533,59.19335733495064,28.199882987246042
10,0.9390257278931238,46.898939747705214,29.259432295706937
52,0.9379594809690972,51.25839663439796,29.33533746520147
41,0.9406405879015491,66.87865725529132,29.39893031501832
45,0.9438428373894332,51.34949935327299,29.563612541885842
6,0.8662503346804047,56.87898253534931,29.71283610812746
76,0.9287247181623306,66.17023550605462,30.15047906652567
76,0.9421850850591312,59.59545696753336,30.15995203757769
51,0.9446414075199732,50.16281844791917,30.417394760733323
76,0.9272973670793729,66.82951021492116,30.65544963874412
10,0.9014450707813823,59.62506803161912,30.94374000550156
51,0.9308524600746779,56.06318630982944,31.301892769284837
41,0.9344145215896614,70.29858686498724,31.512566432234433
51,0.9300665175850481,56.380897840459845,31.75580397829074
51,0.9513751999246445,47.01303887079215,32.04119246703891
6,0.8479675472366442,60.642014244414625,32.04335666621793
52,0.915107669140665,59.959987699347785,32.68789729181929
10,0.8853592571116787,64.30714193422646,32.85644842041108
52,0.9139178844145566,60.37870193197013,32.91126926764859
42,0.9512049848625859,53.35636121116521,32.92458644397069
6,0.8471180637177789,60.81119730928914,32.94644127770725
10,0.8789730262808322,66.07403047816624,33.03995931648226
1,0.9033921465177963,59.822478892630386,33.13226579213426
1,0.9173853298910644,55.32058643833848,33.21547217398309
41,0.9313618247536739,71.91601497234409,33.229468370228766
1,0.8941757965727296,62.61100758377863,33.61190618744313
6,0.8432528179843274,61.575130080882914,33.806558660485265
52,0.9409142568034379,50.02287600599385,33.96956945948016
1,0.8903148832734491,63.74293254634301,34.638541180990984
41,0.9491196361338822,61.91813315230033,34.6930861343834
3,0.9275630316980424,92.46455141904656,46.74684415261934
3,0.9118552495350111,101.99840032393183,49.70649340128154
3,0.9017405776379501,107.69170123141873,52.82733754950665
3,0.9270026303978617,92.82153364864683,53.23104374530786
